196,115,1,2,5.82
213,98,1,2,7.29
147,164,1,2,-1.37
130,181,1,2,-4.00
188,123,1,2,4.69
213,98,1,2,7.90
147,164,1,2,-1.39
114,197,1,2,-5.95
180,131,1,2,3.25
221,90,1,2,8.76
155,156,1,2,-0.66
97,214,1,2,-7.73
163,148,1,2,1.27
230,81,1,2,9.60
155,156,1,2,0.94
80,231,1,2,-9.05
147,164,1,2,-1.36
230,81,3,6,10.00
180,131,12,10,3.39
80,231,58,27,-9.50
122,189,81,36,-4.60
230,81,121,49,9.41
205,106,194,64,6.44
89,222,254,84,-8.54
89,222,279,97,-8.05
213,98,306,107,7.29
230,81,364,142,9.44
114,197,433,189,-5.78
72,239,469,214,-10.87
180,131,480,250,3.39
246,65,563,291,11.31
147,164,642,359,-1.27
64,247,709,427,-11.85
147,164,738,441,-1.87
238,73,816,502,10.77
188,123,928,587,4.07
80,231,1036,713,-9.86
97,214,1063,746,-7.07
205,106,1129,792,6.98
221,90,1203,842,8.31
122,189,1351,952,-4.62
80,231,1399,995,-9.92
155,156,1431,1035,0.47
230,81,1488,1073,9.03
172,139,1579,1175,2.37
89,222,1675,1233,-8.27
105,206,1701,1266,-6.26
188,123,1778,1315,4.79
213,98,1845,1394,7.70
147,164,1950,1452,-1.87
80,231,2008,1523,-9.29
130,181,2037,1555,-3.07
213,98,2115,1633,7.57
205,106,2187,1708,6.13
114,197,2330,1808,-5.75
80,231,2372,1844,-9.79
155,156,2409,1872,0.90
238,73,2474,1934,10.00
172,139,2575,2030,2.87
80,231,2667,2101,-9.75
97,214,2703,2134,-7.98
196,115,2772,2180,5.62
230,81,2858,2263,9.85
147,164,2991,2359,-1.76
64,247,3064,2411,-11.15
122,189,3083,2439,-4.26
213,98,3153,2486,7.96
213,98,3228,2581,7.41
122,189,3345,2644,-4.32
80,231,3409,2726,-10.00
138,173,3444,2746,-2.20
213,98,3499,2819,7.64
205,106,3575,2887,6.20
122,189,3715,3011,-4.26
80,231,3776,3069,-9.65
138,173,3812,3106,-2.58
213,98,3876,3146,7.74
213,98,3976,3248,7.07
122,189,4108,3318,-4.32
72,239,4152,3372,-10.83
138,173,4197,3404,-2.86
221,90,4240,3462,8.76
213,98,4351,3549,7.57
122,189,4483,3652,-4.85
64,247,4530,3734,-11.07
138,173,4568,3758,-2.79
221,90,4627,3845,8.19
213,98,4747,3926,7.36
130,181,4870,4077,-3.37
80,231,4929,4144,-9.92
122,189,4984,4182,-4.62
196,115,5041,4240,5.59
221,90,5138,4320,8.39
155,156,5274,4424,0.31
80,231,5346,4478,-9.13
89,222,5410,4512,-8.09
172,139,5445,4546,2.82
230,81,5566,4632,10.00
180,131,5657,4713,3.85
97,214,5735,4819,-7.99
72,239,5809,4862,-10.27
155,156,5843,4902,-0.31
230,81,5917,4955,9.01
205,106,6008,5035,6.58
130,181,6112,5132,-3.86
80,231,6214,5199,-9.92
114,197,6249,5237,-5.30
188,123,6319,5303,4.58
221,90,6398,5373,8.97
172,139,6522,5491,2.79
97,214,6630,5556,-7.57
72,239,6674,5625,-10.19
147,164,6703,5653,-1.37
221,90,6756,5742,8.76
221,90,6877,5829,8.08
138,173,7065,5998,-2.47
72,239,7128,6062,-10.36
97,214,7173,6098,-7.07
172,139,7244,6131,2.94
221,90,7335,6228,8.88
196,115,7491,6325,5.18
122,189,7619,6476,-4.26
72,239,7689,6557,-10.15
105,206,7732,6585,-6.14
188,123,7804,6638,4.26
230,81,7892,6737,10.00
188,123,8059,6859,4.38
105,206,8151,6977,-6.54
72,239,8208,7034,-10.76
122,189,8246,7067,-4.26
196,115,8301,7125,5.53
221,90,8408,7200,8.97
180,131,8578,7340,3.50
114,197,8675,7433,-5.62
72,239,8743,7542,-10.21
114,197,8792,7566,-5.60
188,123,8841,7623,4.45
238,73,8955,7695,10.00
188,123,9111,7857,5.00
114,197,9216,7946,-5.46
72,239,9310,8046,-10.69
105,206,9352,8076,-6.13
180,131,9402,8133,3.10
221,90,9550,8216,8.75
205,106,9660,8330,6.48
147,164,9791,8436,-1.87
80,231,9908,8527,-9.52
80,231,9935,8551,-9.31
155,156,9974,8607,-0.72
221,90,10098,8708,8.27
