213,98,1,2,7.29
80,231,1,2,-9.92
122,189,1,2,-4.62
64,247,1,2,-11.07
138,173,1,2,-2.79
221,90,1,2,8.19
213,98,1,2,7.36
130,181,1,2,-3.37
80,231,1,2,-9.92
122,189,1,2,-4.62
64,247,1,2,-11.07
138,173,1,2,-2.79
221,90,1,2,8.19
213,98,1,2,7.36
130,181,1,2,-3.37
80,231,1,2,-9.92
122,189,1,2,-4.62
196,115,1,2,5.82
213,98,1,2,7.29
147,164,1,2,-1.37
130,181,1,2,-4.00
188,123,1,2,4.69
213,98,1,2,7.90
147,164,1,2,-1.39
114,197,1,2,-5.95
180,131,1,2,3.25
221,90,1,2,8.76
155,156,1,2,-0.66
97,214,1,2,-7.73
163,148,1,2,1.27
230,81,1,2,9.60
155,156,1,2,0.94
80,231,1,2,-9.05
147,164,1,2,-1.36
230,81,1,2,10.00
180,131,1,2,3.39
80,231,1,2,-9.50
122,189,1,2,-4.60
230,81,1,2,9.41
205,106,1,2,6.44
89,222,1,2,-8.54
89,222,1,2,-8.05
213,98,1,2,7.29
230,81,1,2,9.44
114,197,1,2,-5.78
72,239,1,2,-10.87
180,131,1,2,3.39
246,65,1,2,11.31
147,164,1,2,-1.27
64,247,1,2,-11.85
147,164,1,2,-1.87
238,73,1,2,10.77
188,123,1,2,4.07
80,231,1,2,-9.86
97,214,1,2,-7.07
205,106,1,2,6.98
221,90,1,2,8.31
122,189,1,2,-4.62
80,231,1,2,-9.92
155,156,1,2,0.47
230,81,1,2,9.03
172,139,1,2,2.37
89,222,1,2,-8.27
105,206,1,2,-6.26
188,123,1,2,4.79
213,98,1,2,7.70
147,164,1,2,-1.87
80,231,1,2,-9.29
130,181,1,2,-3.07
213,98,1,2,7.57
205,106,1,2,6.13
114,197,1,2,-5.75
80,231,1,2,-9.79
155,156,1,2,0.90
238,73,1,2,10.00
172,139,1,2,2.87
80,231,1,2,-9.75
97,214,1,2,-7.98
196,115,1,2,5.62
230,81,1,2,9.85
147,164,1,2,-1.76
64,247,1,2,-11.15
122,189,1,2,-4.26
213,98,1,2,7.96
213,98,1,2,7.41
122,189,1,2,-4.32
80,231,1,2,-10.00
138,173,1,2,-2.20
213,98,1,2,7.64
205,106,1,2,6.20
122,189,1,2,-4.26
80,231,1,2,-9.65
138,173,1,2,-2.58
213,98,1,2,7.74
213,98,1,2,7.07
122,189,1,2,-4.32
72,239,1,2,-10.83
138,173,1,2,-2.86
221,90,1,2,8.76
213,98,1,2,7.57
122,189,1,2,-4.85
64,247,1,2,-11.07
138,173,1,2,-2.79
221,90,1,2,8.19
213,98,1,2,7.36
130,181,1,2,-3.37
80,231,1,2,-9.92
122,189,1,2,-4.62
196,115,1,2,5.59
221,90,1,2,8.39
155,156,1,2,0.31
80,231,1,2,-9.13
89,222,1,2,-8.09
172,139,1,2,2.82
230,81,1,2,10.00
180,131,1,2,3.85
97,214,1,2,-7.99
72,239,1,2,-10.27
155,156,1,2,-0.31
230,81,1,2,9.01
205,106,1,2,6.58
130,181,1,2,-3.86
80,231,1,2,-9.92
114,197,1,2,-5.30
188,123,1,2,4.58
221,90,1,2,8.97
172,139,1,2,2.79
97,214,1,2,-7.57
72,239,1,2,-10.19
147,164,1,2,-1.37
221,90,1,2,8.76
221,90,1,2,8.08
138,173,1,2,-2.47
72,239,1,2,-10.36
97,214,1,2,-7.07
172,139,1,2,2.94
221,90,1,2,8.88
196,115,1,2,5.18
122,189,1,2,-4.26
72,239,1,2,-10.15
105,206,1,2,-6.14
188,123,1,2,4.26
230,81,1,2,10.00
188,123,1,2,4.38
105,206,1,2,-6.54
72,239,1,2,-10.76
122,189,1,2,-4.26
196,115,1,2,5.53
221,90,1,2,8.97
180,131,1,2,3.50
114,197,1,2,-5.62
72,239,1,2,-10.21
114,197,1,2,-5.60
188,123,1,2,4.45
238,73,1,2,10.00
188,123,1,2,5.00
114,197,1,2,-5.46
72,239,1,2,-10.69
105,206,1,2,-6.13
180,131,1,2,3.10
221,90,1,2,8.75
205,106,1,2,6.48
147,164,1,2,-1.87
80,231,1,2,-9.52
80,231,1,2,-9.31
155,156,1,2,-0.72
221,90,1,2,8.27
230,81,1,2,9.00
163,148,1,2,1.26
97,214,1,2,-7.40
80,231,1,2,-9.92
114,197,1,2,-5.02
180,131,1,2,3.48
230,81,1,2,9.21
213,98,1,2,7.07
147,164,1,2,-1.88
80,231,1,2,-9.87
80,231,1,2,-9.64
147,164,1,2,-1.87
205,106,1,2,6.36
221,90,1,2,8.97
188,123,1,2,4.74
130,181,1,2,-3.39
80,231,1,2,-9.88
80,231,1,2,-9.31
147,164,1,2,-1.42
213,98,1,2,7.29
230,81,1,2,9.51
188,123,1,2,4.16
130,181,1,2,-3.97
80,231,1,2,-9.41
80,231,1,2,-9.02
138,173,1,2,-2.64
196,115,1,2,5.90
238,73,1,2,10.00
205,106,1,2,6.09
138,173,1,2,-2.48
89,222,1,2,-9.00
80,231,3,3,-9.60
122,189,4,3,-4.72
172,139,7,20,2.90
221,90,16,23,8.90
221,90,73,91,8.76
163,148,148,147,1.90
105,206,206,188,-6.55
72,239,235,206,-10.41
97,214,249,217,-7.90
147,164,278,242,-1.43
196,115,333,267,5.55
230,81,405,317,9.47
213,98,492,375,7.29
155,156,579,443,-0.31
89,222,682,519,-8.02
72,239,717,535,-10.50
97,214,754,569,-7.07
155,156,806,604,-0.52
205,106,902,666,6.02
230,81,1030,767,9.51
213,98,1183,859,7.29
155,156,1302,1015,-0.03
97,214,1419,1092,-7.55
72,239,1485,1171,-10.43
97,214,1514,1194,-7.90
138,173,1553,1239,-2.12
188,123,1624,1284,4.55
230,81,1675,1337,9.26
221,90,1839,1451,8.76
172,139,1952,1563,2.71
122,189,2069,1650,-4.90
80,231,2159,1738,-9.48
80,231,2184,1767,-9.60
114,197,2217,1808,-5.94
155,156,2238,1834,0.48
213,98,2287,1870,7.17
230,81,2393,1951,10.00
213,98,2516,2062,7.03
155,156,2614,2185,0.64
114,197,2738,2255,-5.48
80,231,2798,2309,-9.41
72,239,2845,2338,-10.02
105,206,2871,2381,-6.16
155,156,2894,2404,1.00
213,98,2939,2453,7.29
230,81,3088,2518,9.35
213,98,3213,2640,7.31
172,139,3389,2738,2.73
